sale_id,date,customer_id,product_id,quantity
426479-1TJOH,04/23/2020,417013-LBB4M0,008-DCo,1
426480-PJF98,10/04/2018,417153-SQQQ5L,67-Ors,3
426481-99FFZ,01/28/2017,416275-WBOZD1,102-Dnt,5
426482-ADVJF,09/27/2023,416471-9G5DZX,17-Pre,9999
426483-UY0F3,07/22/2017,416073-B4GH2M,112-RNo,3
426484-9WG0M,10/10/2021,417297-ZX70IB,9-Oct,1
426485-CG59M,06/22/2021,416820-BORIQ8,150-(Co,3
426486-NBO3W,07/10/2018,417318-3AMB3L,69-Prs,5
426487-Z5I4E,02/04/2021,417291-F0JQQN,30-Crs,1
426488-BO2J3,01/28/2022,416759-3AYEQA,10-Pre,4
426489-AYIUK,04/30/2023,416073-B4GH2M,159-SCo,1
426490-EUF5C,09/22/2022,416401-OKZIXZ,036-RCo,1
426491-1GXSK,12/10/2019,416856-PGSTQM,21-Lns,2
426492-OUZXN,03/06/2017,416644-NV01ZD,76-Prs,3
426493-LJRNJ,04/13/2018,416733-K88D0T,59-Lrs,2
426494-CGWCD,08/15/2018,417271-MGOLOQ,120-RNo,4
426495-9JC1Y,01/22/2018,416954-RFQLA0,22-Brs,5
426496-LJUYU,09/02/2017,417129-6CWZXS,103-PNo,2
426497-N9VQR,03/19/2018,416258-QVSLWF,75-Prs,1
426498-2C23A,10/03/2019,416368-E4XYF9,36-Lns,2
426499-G9XC5,09/09/2019,416069-3D8W3Z,22-Lns,2
426500-REXFC,02/17/2017,416976-1GD1T5,185-ICo,2
426501-HIZ6W,04/14/2018,417183-KZIRNK,65-Mrs,4
426502-QUQB8,02/02/2020,416632-ZEI3ZR,225-ACo,4
426503-RCP6I,02/24/2017,416924-WG84D4,077-DNo,1
426504-29GPO,11/14/2020,416386-1I3VMZ,45-Grs,1
426505-1QMUT,09/24/2021,416906-MEFOZT,01-Cns,5
426506-WXPIW,08/03/2019,416742-YJTU7F,56-Irs,5
426507-HWU6Y,12/27/2017,416192-0YSXPN,023-NCo,5
426508-HVWNL,05/29/2020,416548-3GO8JN,29-Crs,5
426509-BS0UM,02/18/2023,416379-MAE38S,18-Gns,3
426510-IFFVM,09/07/2020,416331-JONOU9,18-Brs,5
426511-AM3JK,05/23/2022,416826-QBSXLU,15-Brs,3
426512-X2KAB,05/22/2021,416252-BR5XQT,218-TCo,3
423613-F8QLT,09/04/2022,417084-D4F2K1,13-Pon,5
423614-1RKQQ,07/30/2018,416069-3D8W3Z,120-RNo,2
423615-L7PH6,08/02/2018,416272-2KKZMP,05-Jns,1
423616-P9JLA,05/01/2022,416383-13N3BZ,023-NCo,2
423617-ILHHV,03/13/2023,417402-159I3H,20-Hns,5
423618-NJPGQ,09/17/2019,416428-ZJCNS6,06-Sor,5
423619-C5UMU,08/23/2018,416530-3GYWIY,080-DNo,3
423620-NLBNQ,11/01/2023,417145-7R93FE,24-Ore,5
423621-ANDTQ,04/15/2021,416197-OYIPK0,36-Crs,4
423622-YPICL,12/05/2021,416318-6T1NTM,252-RCo,5
423623-KS441,09/12/2022,417086-YEX3SR,138-ISu,5
423624-WMKXI,12/22/2021,417366-ZGNX3V,265-BCo,3
423625-9157K,12/24/2019,416846-WAFFTO,240-HCo,3
423626-HZ22K,12/29/2022,416961-V76MF4,13-Med,4
423627-EUVIV,10/20/2023,417316-5KZ3NW,080-DNo,4
423628-48JUK,12/24/2017,416677-JTIQWN,31-Wns,2
423629-UJOA1,10/06/2021,417287-IGIKQW,136-GSu,4
423630-4ZGIV,10/22/2022,416997-GC4RYG,205-SCo,2
423631-SE00H,06/12/2022,417121-56FKPS,111-RNo,5
423632-U3X5U,05/07/2023,416741-KKH4A3,080-DNo,4
423633-7DF89,06/05/2023,416308-KFXHKC,01-Pon,3
423634-1QCG4,12/31/2019,416396-HJ3MUU,058-BNo,4
423635-1RK4M,09/02/2020,416852-NTXRGN,024-NCo,1
423636-KZOM2,08/01/2021,416282-R74QGE,124-TNo,1
423637-E1BAK,09/22/2021,416695-WE4BX4,078-DNo,3
423638-U4NC0,02/12/2017,416384-T9D31K,05-Cor,4
423639-IBA65,01/10/2022,416365-MADO8E,28-Sns,4
423640-D2H5L,07/10/2019,416581-3D5050,131-BSu,1
423641-OMZOL,06/05/2021,417114-DO9KHB,33-Bns,3
423642-MYQA7,05/21/2021,416071-RP0J43,043-SCo,2
423643-8CUHC,06/08/2023,416378-TRFLQB,201-SCo,3
423644-ZTGZO,09/04/2023,416486-T8VT43,042-SCo,4
423645-HC7TB,08/13/2020,416936-DNWNGU,03-Cct,1
423646-H6GO7,10/02/2022,416515-KF1622,46-Hrs,9999
423647-0BILK,08/03/2018,416791-ZHQJY6,290-PCo,5
423648-JHDKX,03/13/2017,416968-TB34KU,184-ICo,4
423649-ZO0YX,10/22/2020,417321-KHFSU4,135-ESu,4
423650-2TBT6,04/16/2021,416847-UHYLU6,097-INo,2
423651-8LZF4,05/15/2018,417079-84FC3X,259-BCo,3
423652-NUB5X,03/09/2023,416130-0GET8T,12-Por,1
423653-X9PKQ,05/01/2023,416895-GZ6WMD,155-(Co,5
423654-GBHLF,09/12/2017,416453-W2292M,149-(Co,3
423655-T2NBF,06/15/2023,417076-SJ6VV8,062-BNo,3
423656-U7PMQ,08/27/2019,416285-SDYGFL,212-WCo,5
423657-M57FH,02/05/2019,416675-OYG9ZQ,079-DNo,2
423658-SF2AA,12/09/2022,416569-8ERTB7,072-CNo,3
423659-LUDHA,07/21/2018,416038-4ZKLOO,09-Ous,2
423660-AHOP0,05/02/2021,417002-2XORVO,79-Rrs,1
423661-E62N3,04/17/2019,416718-DW79WC,71-Prs,5
423662-PP1VM,01/11/2020,416092-CFL0UK,107-Pnt,2
423663-3I0GX,06/23/2023,416947-XLVZ4Q,23-Brs,3
423664-HC660,08/12/2021,416905-UE421V,240-HCo,1
423665-UJRIH,04/24/2023,417166-ECQORO,31-Wns,2
423666-Z8EEK,05/30/2018,416242-ZV4U3B,01-Ars,2
423667-C8U09,11/03/2022,416707-TGDJZ0,103-PNo,1
423668-1DZ8X,01/10/2018,417035-NXD70F,174-JCo,1
423669-EBNP5,11/14/2020,416810-WE429O,12-Wry,2
423670-O3XT0,03/29/2019,417279-CNKFHB,13-Sns,2
423671-83RWR,09/28/2018,417113-K0YEHV,202-SCo,2
423672-3OW37,01/27/2020,416996-L9PTK4,120-RNo,4
423673-GJNXI,12/11/2022,416940-MRSEZY,106-Hnt,3
423674-5P2QF,12/26/2019,416244-XRWK8R,98-Wrs,3
423675-S7GLB,06/01/2020,416998-9RDPXD,09-Sns,1
423676-82MOT,12/22/2022,416540-EEDHHJ,093-HNo,1
423677-Z60FI,03/04/2018,416920-QR6F7Q,27-Sns,5
423678-IGU72,07/09/2020,416809-GVZ9AA,164-FCo,2
423679-DD9EQ,08/25/2022,416261-V20YAR,207-WCo,4
423680-SIMYO,08/25/2022,416739-H17J8Q,48-Hrs,4
423681-7WY66,10/31/2023,416444-J9BOQ0,006-CCo,1
423682-QB3KB,06/23/2023,416874-A7QY8Y,88-Srs,1
423683-WIFD8,10/01/2023,416320-46NOUH,34-Cns,3
423684-WZGL5,08/20/2017,416917-G2RE6Z,272-RCo,3
423685-1RGFR,02/05/2021,416402-AREIYA,06-Lns,3
423686-NJHQF,11/02/2023,416938-R7U8H0,28-Sns,3
423687-MKFNN,05/04/2021,416730-VC7HR6,60-Lrs,4
423689-GH0Y3,05/14/2022,416825-SA7YVD,254-SCo,1
423690-HKK54,02/22/2019,417327-DY571V,11-Sus,1
423691-K4RV7,03/11/2022,416819-OV51ZL,33-Bns,5
423692-AQ2AN,07/14/2021,417097-DTAEGR,13-Med,5
423693-Y1YC1,07/24/2020,416639-VINDH4,56-Irs,3
423694-L2QJZ,08/03/2019,417110-IH6MV4,132-BSu,3
423695-GPXF5,06/14/2019,416272-2KKZMP,04-Hns,9999
423696-0OJQR,08/07/2020,416495-DKTMON,251-PCo,4
423697-LG6UA,05/23/2019,416024-TPAC56,84-Srs,2
423698-COTFV,07/13/2020,417083-8NOG85,30-Pre,2
423699-AN0FV,01/13/2019,416332-IY4X41,057-BNo,5
423700-EL57O,10/18/2023,416686-G2MYR0,72-Prs,3
423701-BVLXU,09/25/2019,416565-KSZBFF,062-BNo,2
423702-IIY3X,12/17/2021,416148-B0S0R2,25-Crs,1
423703-GWK1G,03/18/2019,416787-WBKOK3,040-SCo,5
423704-PCXWA,08/02/2023,416355-N3OEUV,117-RNo,3
370365-7WIAU,08/17/2022,416387-WFFHHC,228-MCo,2
370366-TL2QP,01/16/2022,416041-UXQPHR,103-Fnt,2
370367-INYSU,03/25/2017,416912-MAIETD,082-ENo,3
370368-8LCHA,12/09/2023,416718-DW79WC,023-NCo,1
370369-POR7A,08/28/2020,417269-GGODLU,285-CCo,3
370370-Z48QQ,01/23/2019,417169-H8N92T,128-WNo,2
370371-EW0RJ,11/18/2020,416660-DK36M8,03-Cct,2
370372-AOKYM,08/30/2017,417014-A6MDMM,12-Por,5
370373-JYGC7,05/17/2022,416031-3QK2IA,15-Pre,4
370374-NLXLS,02/27/2021,416708-IFRML2,210-WCo,4
370375-UCXU3,07/24/2019,416190-M8ZOV7,082-ENo,1
370376-T4ZBE,08/22/2021,417053-Y2LR0J,259-BCo,2
370377-4IMCX,07/12/2018,417151-EM5PUU,31-Wns,4
370378-159WG,09/15/2019,417096-5GG0V5,73-Prs,4
370379-W70MJ,09/11/2017,416850-TBZ3M5,89-Srs,4
370380-8RX2J,05/20/2022,416362-B9YO18,001-ACo,2
370381-MZRVC,05/27/2017,417205-P81L51,99-Wrs,1
370382-F7C8T,10/20/2017,416895-GZ6WMD,144-SSu,5
370383-3LHX1,08/16/2018,417190-9JYQN1,14-Pon,1
370384-JY9DG,03/06/2018,416323-J38XRG,10-Bed,2
370385-MSZVM,06/22/2017,416274-EWVIYT,18-Gns,1
370386-M3HRV,04/08/2019,416020-KX7EED,03-Ars,4
370387-RTSCZ,01/21/2020,417345-UY9F8P,077-DNo,1
366688-SBOCU,10/26/2017,417172-4NMWVS,044-SCo,2
366689-86TKK,11/07/2019,416682-Z2KUUO,33-Crs,4
366690-R2DX9,10/11/2018,417377-2SJP75,150-(Co,1
366691-1KQ67,08/02/2021,417219-CF72GN,016-KCo,1
366692-QOSWM,05/28/2021,417243-59HOTG,148-SSu,3
366693-MZYL2,11/17/2022,416662-ODCK82,112-RNo,2
366694-5K7IF,09/01/2023,416415-C2SWSO,085-FNo,4
366695-QNC80,07/24/2020,416256-O2M71H,132-BSu,1
366696-LNRBD,01/14/2019,417338-H03ZB5,15-Pre,4
366697-X39FO,01/11/2023,416290-F0VOTQ,098-LNo,4
366698-1UCCN,06/10/2023,416223-B5M9J9,84-Srs,2
366699-Q3FBL,04/29/2021,417043-Y2ITL8,103-PNo,4
366700-O3P1J,06/17/2020,416237-YM52XG,158-VCo,4
366701-ZOOYW,08/09/2017,416329-9A3Y36,213-WCo,2
366702-UHFRL,10/18/2020,416186-GIPPSF,66-Mrs,1
366703-3HS0I,03/13/2021,416424-MRUNJD,099-MNo,5
366704-XJIF4,01/27/2019,416675-OYG9ZQ,247-PCo,5
366705-S7YS7,12/07/2022,416772-LTHET2,49-Aol,5
366706-W073P,06/02/2017,417080-Q8VA8X,139-ISu,3
366707-LJV61,05/28/2023,416281-UD9K9T,030-QCo,4
366708-BAFTC,02/16/2019,417313-PN6937,061-BNo,5
366709-BHGPO,01/02/2020,416708-IFRML2,016-KCo,2
366710-DUSSO,11/07/2018,416122-26YFPM,091-HNo,5
366711-JY7UC,08/09/2019,416537-AYPNTR,09-Ous,4
366712-9FRRO,12/01/2018,416736-5GGOMF,88-Srs,3
366713-A5VK1,02/12/2020,416687-6NKWFG,79-Rrs,1
366714-M1F3U,02/13/2021,416002-64CIYH,058-BNo,5
366715-NHHLV,08/08/2018,416312-Z36U8U,227-MCo,2
366716-69CV5,09/28/2023,416775-8EL501,255-WCo,1
366717-06NKV,10/20/2017,417298-3WYZXJ,268-BCo,5
366718-2HA3B,04/02/2022,416199-N89QKN,254-SCo,5
366719-15BP1,07/02/2021,417259-CZ0N04,290-PCo,2
366720-6LAH9,03/22/2018,416692-ZCGDC5,254-SCo,4
366721-6JE0A,12/08/2023,416346-QTOAMD,06-Con,4
366722-T4H78,11/04/2018,416110-LGZUI1,05-Cor,1
366723-I44IV,10/30/2018,417294-8NRXVO,87-Srs,4
366724-NDRCB,10/30/2022,416815-W6TM2O,22-Lns,2
366725-1WQDD,08/08/2021,416446-9E3NWX,21-Lns,3
366726-K0ONY,06/17/2020,417182-AK7MDW,06-Con,1
366727-U7GZY,11/19/2018,416966-81DO6O,028-NCo,2
366728-58ETB,12/27/2019,416438-P8IJL2,22-Lns,5
366729-3KW49,05/15/2019,416930-EKXDRK,124-TNo,5
366730-HM7X9,10/07/2023,416616-0P4E05,024-NCo,4
366731-CCV23,04/05/2017,416569-8ERTB7,270-GCo,5
366732-JYZML,06/04/2023,416322-LN4RXY,164-FCo,1
366733-5MN7D,09/07/2019,416599-DTZ91X,82-Rrs,1
366734-UNURM,10/23/2021,417199-CYUKND,102-PNo,1
366735-848MX,10/10/2018,416494-FV177U,07-Pon,1
366736-UJF7A,04/14/2017,417051-2EOWLC,212-WCo,2
366737-B1SXA,02/04/2020,416096-JB1QX6,132-BSu,2
366738-QI0P4,05/17/2019,417229-PQO2LN,02-Dns,3
366739-7C8D5,05/07/2018,416372-3CD5GL,212-WCo,4
366740-BORQF,05/08/2017,416227-8N1UTO,158-VCo,3
366741-BCKPK,09/09/2021,416178-HV1XG1,81-Rrs,1
366742-M7Z7S,11/06/2020,416773-5LZSE9,036-RCo,2
366743-3GW8X,09/30/2020,416709-9Q2L48,102-Dnt,2
366744-3KDDM,08/21/2021,416082-E5R5UQ,246-BCo,1
366745-5RVFH,10/15/2022,417123-PO1I3M,11-Sus,1
366746-5X14Q,04/20/2017,416079-1GHR09,37-Nns,3
366747-ANYXF,11/25/2023,416628-JTGXNX,239-RCo,3
366748-I1891,02/25/2023,416163-GZLMA5,134-CSu,5
366749-GU6YX,10/03/2017,416790-ZEOQGV,033-QCo,5
366750-MQNEK,01/18/2022,416456-T199DX,04-Dry,4
366751-RBSZY,11/30/2020,416772-LTHET2,034-QCo,2
366752-QE55N,12/08/2017,416626-H6NQQB,06-Con,3
366753-HF4LU,01/05/2020,416040-WKTAKP,063-CNo,1
366754-F31FE,07/05/2017,416097-GVWRDM,48-Hrs,1
366755-C5HTQ,08/15/2019,416056-0TVHHP,268-BCo,2
366756-6YE84,08/16/2019,417020-NPR424,178-DCo,1
366757-C6OPN,04/12/2019,416458-42M44G,062-BNo,5
366758-2BT29,12/09/2019,416555-ZDXIMY,11-Sus,5
366759-06DLF,02/09/2018,416000-XPSEIM,30-Pre,4
366760-HR43E,05/09/2023,416482-AGKC4L,11-Ted,5
366761-7JJHN,11/11/2018,416646-OGZ2UE,149-(Co,3
366762-BT3V2,12/05/2023,417052-FS8314,36-Lns,5
366763-3BUOA,09/27/2020,416972-UU5WRY,33-Bns,4
366764-075OK,07/29/2021,416423-JCZUCQ,207-WCo,2
366765-SNSKF,01/02/2018,416770-6XDN8W,115-RNo,3
366766-GQOMM,04/15/2022,416465-ODKEF8,03-Ars,2
366767-Y45LF,03/14/2020,416202-K1J6FP,250-CCo,5
366768-GRAVF,12/03/2018,416452-CKEH5S,144-SSu,2
366769-MZ3LK,05/25/2020,416298-BO119X,93-Srs,5
366770-41GPC,09/01/2020,417369-NMJ5IA,13-Med,1
366771-8MG29,06/21/2023,417196-271W1W,160-SCo,1
366772-VQYGA,08/28/2017,416061-CAT9MX,74-Prs,3
366773-6IL5Q,05/06/2018,417294-8NRXVO,125-WNo,2
366774-HGBVS,04/03/2023,416649-Y1O2RN,195-SCo,3
366775-ZHFIC,01/14/2023,416401-OKZIXZ,20-Brs,4
366776-RXH0H,08/30/2020,416584-AJW253,02-Dns,1
366777-KRQPC,04/11/2018,416558-I8BIXO,193-ICo,2
366778-18LTS,10/22/2021,416350-RCJIWV,182-MCo,4
366779-Q29K3,09/20/2023,416682-Z2KUUO,158-VCo,5
366780-246VC,07/09/2023,416057-BMYOFQ,267-PCo,5
366781-Y5UHB,01/13/2019,416219-N606N9,48-Hrs,2
366782-IRSLS,04/28/2017,,063-CNo,6666
366783-DJ1YX,10/30/2019,417329-U43IED,109-Vnt,3
366784-WEU4H,08/02/2023,416256-O2M71H,081-ENo,1
366785-TOWQA,10/26/2022,416056-0TVHHP,07-Ped,3
366786-ODZ8M,03/19/2021,416526-Z2RWGW,12-Wus,3
366787-2B73W,11/04/2020,416542-H7LAY6,73-Prs,2
366788-ES2VN,08/16/2021,417051-2EOWLC,08-Hor,2
366789-DNSAR,06/12/2023,416010-2QP89U,14-Pon,1
366790-0PEQA,07/14/2017,416844-8CD31N,254-SCo,1
366791-CGOHE,12/22/2017,417343-ZQFEZK,218-TCo,1
366792-1G5GO,11/26/2023,417124-SDN1MX,012-GCo,5
366793-N5CDW,06/03/2023,416734-GSIWG0,138-ISu,4
366794-9PAJM,10/28/2022,416389-J49YD8,26-Crs,2
366795-FOTE7,11/18/2021,416091-7PTX63,079-DNo,5
366796-C3KQU,05/27/2021,417078-5AYYOV,10-Pre,3
366797-AEIRD,04/17/2022,416438-P8IJL2,097-INo,5
366798-7Z2E8,01/06/2019,416415-C2SWSO,20-Hns,4
366799-N3EG3,05/04/2019,416037-YNCXLL,250-CCo,3
366800-3HKW1,11/20/2021,416152-VCJWTL,06-Pon,5
366801-WLZ8H,06/22/2021,416201-X5TD44,216-WCo,3
366802-8CE80,12/23/2017,416486-T8VT43,077-DNo,5
366803-XK9H3,09/15/2022,417139-29U6WT,10-Bed,5
366804-2SN5Q,07/10/2019,417220-NV9IBW,68-Prs,3
366805-ACTT4,09/25/2017,417279-CNKFHB,74-Prs,5
366806-MYKKW,03/29/2021,416475-XYFC4K,09-Pon,2
366807-DD9FK,06/27/2017,416462-SA7HEZ,088-GNo,3
366808-P8URJ,01/13/2018,417361-S9MTHD,258-BCo,3
366809-DM4AM,05/02/2018,416399-HYEXF7,089-GNo,1
366810-YQ4J5,01/06/2021,416554-UU9YMS,07-Mns,1
366811-DUYYW,10/16/2021,417267-NIDP9M,28-Crs,2
366812-JOYGK,10/03/2022,417041-857NZ3,47-Hrs,3
366813-L7IWT,10/14/2021,416978-U3ASNR,16-Fns,5
366814-AQEA3,06/05/2021,416193-NGH8RI,12-Wus,2
366815-140M9,03/01/2017,416580-J4YK1B,12-Wry,4
366816-JTBEP,03/17/2022,417256-WK6Z0H,65-Mrs,2
366817-RNAD9,07/01/2023,417078-5AYYOV,01-Cns,4
366818-PPRMQ,03/20/2020,416617-QMKTGV,242-ACo,5
366819-G03JJ,01/14/2017,417365-PZTC09,32-Crs,4
366820-5E2BP,09/26/2022,416146-4FEJGX,008-DCo,3
366821-KF0A1,11/04/2022,416614-LQWLVU,028-NCo,2
366822-UAHJH,05/07/2019,417062-JW6NYQ,35-Cns,5
366823-0DYSG,10/08/2021,416826-QBSXLU,40-Tus,1
366824-P0MJ3,11/19/2021,417236-1FOI0R,97-Vrs,2
366825-QIHJ4,06/07/2023,417242-F8LWVV,63-Mrs,4
366826-ELSS8,10/05/2022,416414-81ACJB,117-RNo,1
366827-4X06F,05/24/2018,416470-HU7F0I,17-Pre,3
366828-645HA,02/08/2023,417134-M00E9K,21-Pre,2
366829-8G7JO,11/10/2023,416312-Z36U8U,268-BCo,4
366830-UGSRD,09/21/2017,416639-VINDH4,103-Fnt,1
366831-75M55,08/06/2019,416614-LQWLVU,103-Fnt,2
366832-Z0FGC,05/18/2018,417291-F0JQQN,14-Pry,4
366833-YWF0B,04/01/2018,416082-E5R5UQ,31-Wns,5
366834-0AFXK,08/09/2020,416312-Z36U8U,127-WNo,4
366835-89GYT,06/21/2019,416487-PT5R5R,139-ISu,3
366836-XTN1H,02/10/2021,416160-HXID4N,100-Bnt,5
366837-42EL0,04/12/2019,417249-HPZRV7,240-HCo,5
366838-IHNUX,11/10/2020,416999-FOVD79,92-Srs,3
366839-G5S07,05/15/2017,416699-2PNJKA,195-SCo,5
366840-WVRZL,09/17/2021,416834-1QE37Q,73-Prs,2
366841-Y4Z6K,06/26/2020,417398-5S74ND,41-Wus,4
366842-LLZVR,09/01/2017,416940-MRSEZY,12-Dns,5
366843-G4U5F,10/25/2017,416504-Q7ZJ3S,86-Srs,3
366844-HSTXD,06/18/2017,416293-TSUFLS,54-Hrs,5
366845-8OIK2,03/06/2018,417099-9MYYOK,294-ICo,3
366846-3VDJE,04/19/2020,416978-U3ASNR,215-WCo,1
366847-SK2Q1,10/04/2023,417096-5GG0V5,101-NNo,5
366848-YJUCY,12/30/2020,417133-52OHKB,60-Lrs,3
366849-Y57PX,06/13/2020,416732-NZ3JBC,81-Rrs,1
366851-RXXJV,02/04/2017,416561-ADVWKS,02-Lor,5
366852-AMIDS,12/11/2023,416433-OIM458,86-Srs,3
366853-JNFUH,11/09/2020,415998-ERTJ5P,84-Srs,5
366854-YL4DY,02/26/2018,415999-HT0HL9,211-WCo,1
366855-FZ54V,06/16/2021,416381-B1KJTG,85-Srs,50
366856-9RBUQ,08/15/2023,416800-FXB4Y4,096-INo,2
366857-93YPG,03/09/2022,416610-SFH4GG,036-RCo,1
366858-UTH1K,09/12/2017,417251-CO3S65,27-Crs,1
366859-DN24U,01/27/2021,417093-JJCSEX,77-Prs,5
366860-0HVNF,10/20/2020,416899-E3YQY5,221-RCo,1
366861-W3XIR,10/09/2022,417388-H0UHK7,127-WNo,4
366862-HMXFB,02/12/2017,417000-C9MV9E,235-MCo,3
366863-7D0ZY,03/06/2017,416342-9RM7PY,03-Ars,1
366864-SQJ32,01/11/2022,416932-5O2NQW,64-Mrs,5
366865-Q947H,02/18/2017,416829-SHMLFZ,034-QCo,1
366866-ACDDW,04/03/2022,416687-6NKWFG,044-SCo,4
366867-JETF1,03/02/2017,416107-5J2O7S,69-Prs,1
366868-R8CZQ,03/12/2022,416214-0LBT3G,078-DNo,3
366869-CEIUY,08/24/2020,416385-9QM3P9,87-Srs,4
366870-J3MJU,04/13/2022,416142-9MOGE4,84-Srs,2
366871-U4VK5,07/05/2023,416351-HDK8LW,106-Hnt,3
366872-VWXEE,06/23/2018,417127-FA37DL,266-PCo,3
366873-RGCE6,10/02/2018,416825-SA7YVD,040-SCo,1
366874-LKCGF,03/12/2021,417036-E07S38,67-Ors,4
366875-Y44SX,09/17/2023,417058-8EZP7Q,12-Por,2
366876-6XBE0,09/17/2020,417027-TW1PUW,23-Brs,3
366877-MYIDU,02/20/2022,416734-GSIWG0,174-JCo,2
366878-EBXUG,11/03/2023,416844-8CD31N,120-RNo,4
366879-O4E5F,09/19/2021,416513-NXVKDC,150-(Co,4
366880-WJXU2,03/18/2017,416837-25QBRM,24-Mns,3
366881-X6O5D,09/28/2019,416106-ITN7S5,085-FNo,4
366882-MSAPP,11/04/2020,416751-HKOECU,04-Hns,2
366883-B710M,10/07/2018,416605-POXRTE,012-GCo,5
366884-YV9LY,06/30/2021,416844-8CD31N,010-DCo,3
366885-3NFXF,12/17/2023,416432-1H61IA,58-Lrs,1
366886-4US3S,09/19/2019,416534-7OI0E0,249-ICo,4
366887-R8XT2,03/31/2023,416929-QIUA08,72-Prs,4
366888-K1S7C,01/27/2018,417067-N8UUJS,61-Lrs,3
366889-GFKNM,05/05/2021,416073-B4GH2M,81-Rrs,1
366891-FMOZ2,01/15/2020,417051-2EOWLC,37-Crs,3
366892-ND492,08/21/2017,416143-QXXVA2,30-Wns,4
366893-TCLD4,12/31/2023,416183-WSQT26,277-RCo,4
366894-FWK06,04/04/2019,417103-FZ8Q4V,213-WCo,1
366895-S80BP,03/28/2020,416573-8QEOZ0,50-Eol,3
366896-OJUKI,01/05/2018,416432-1H61IA,23-Mns,3
366897-2S6M0,12/24/2017,417023-2RH2XK,010-DCo,5
366898-E3ST1,04/24/2018,416044-AIR4CO,15-Pre,3
366899-Q2SL0,11/21/2018,417113-K0YEHV,115-RNo,4
366900-LQMHH,08/28/2023,416507-YKNFU8,10-Bed,1
366901-IOCWU,12/07/2017,417049-3ZSMV3,152-(Co,5
366902-E0IT7,08/01/2019,416264-B8DALF,038-SCo,3
366903-09WZ5,12/05/2020,416130-0GET8T,044-SCo,3
366904-2KE88,09/18/2022,416069-3D8W3Z,29-Crs,5
366905-GOH0A,04/19/2020,416789-3Q0E27,02-Lor,2
366906-HCCPT,01/06/2019,417406-LWIMRS,246-BCo,2
366907-TQ82Y,05/21/2019,416129-LPU0DK,28-Crs,3
366908-B4MLL,12/22/2021,416922-EYCE4Q,02-Pon,2
366909-OY0HH,06/07/2020,416215-2QZW3C,05-Bon,4
366910-ZYE6F,02/13/2021,417094-GGOC5K,005-BCo,5
366911-XFG46,08/18/2019,416139-08P0FO,37-Nns,3
366912-8GCR0,08/22/2021,416068-MPNSM4,257-CCo,1
366913-8TGBX,07/16/2022,416351-HDK8LW,254-SCo,5
366914-Q70RB,01/17/2020,416918-VLHYL2,21-Brs,2
366915-1GH14,02/08/2017,416567-OQ2ZDO,136-GSu,5
366916-U7HRQ,04/30/2021,416894-Q1XGBN,18-Brs,2
366917-0VCVV,04/29/2018,416588-VJLZFF,03-Cct,1
366918-YEFAI,06/07/2020,417019-YMS1MW,03-Cct,4
366919-P0LRJ,11/04/2021,416532-KK0VM5,060-BNo,2
366920-ATL77,12/01/2021,416857-GVU4IS,057-BNo,3
366921-ZVC89,11/10/2017,416994-9EDE1Z,25-Pns,2
366922-VTH9U,12/29/2020,417274-4G8V9Z,21-Lns,3
366923-0WTFP,09/07/2022,416390-2795E5,49-Aol,4
366924-IIAAY,11/19/2023,417143-5RQNSV,10-Rus,1
366925-7U370,11/17/2017,415996-753LC5,197-SCo,1
366926-04HZC,12/07/2017,416788-QPWBSF,175-DCo,2
366927-ZCROV,01/29/2018,417311-AU9DSA,279-RCo,5
366928-55P6Z,07/29/2023,416016-OYKL1C,168-SCo,4
366929-TSXAZ,04/17/2017,417413-V6XGZ7,10-Pre,5
366930-VK626,09/01/2017,416346-QTOAMD,168-SCo,2
366931-UFI0R,03/06/2019,416630-5RRVSF,285-CCo,5
366932-SZ5ZS,07/21/2019,417113-K0YEHV,87-Srs,3
366933-UXFC2,01/03/2017,417229-PQO2LN,53-Hrs,5
366934-9U2Y7,08/15/2021,416136-5U6HC3,256-GCo,1
366935-RI0F6,01/24/2020,416081-ATJ9TZ,10-Bed,3
366936-46R9P,11/20/2020,416487-PT5R5R,12-Wus,4
366937-IBW1J,10/30/2023,416064-1GV0E3,269-ACo,4
366938-A8H1J,01/29/2019,416914-JG2Y8R,03-Pre,4
366939-FIKJ1,09/24/2019,416051-SWJCKJ,18-Pon,5
366940-DRLJ0,04/27/2018,416052-LTEIYZ,12-Dns,1
366941-BHEYG,12/11/2021,416758-4EB875,12-Wus,4
366942-BCPC5,04/28/2021,416656-3XPHX2,024-NCo,5
366943-AX0QU,07/04/2017,416649-Y1O2RN,010-DCo,3
366944-37ILD,09/14/2021,417241-2TLA27,126-WNo,1
366945-Y59KM,05/29/2022,416096-JB1QX6,37-Crs,1
366946-LYHCN,04/05/2020,416783-LQIOB0,13-Sns,5
366947-F4K68,11/07/2018,416511-PNMJQY,98-Wrs,5
366948-Q2247,08/27/2017,416705-3O4GKW,84-Srs,1
366949-VDQPT,11/20/2022,416275-WBOZD1,126-WNo,3
366950-ZUP0A,05/11/2023,417413-V6XGZ7,005-BCo,5
366951-GVNZW,03/09/2019,416630-5RRVSF,293-ICo,3
366952-CD8LB,05/24/2022,417143-5RQNSV,044-SCo,5
366953-B0F7W,10/30/2023,416992-SZNVP8,20-Brs,4
366954-HNDRU,09/02/2019,417109-MZAKGM,164-FCo,2
